permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
T2022074707,Building Residential - Addition,Duplex,09114023900,2022-11-01,,75000,321 A 54TH AVE N,NASHVILLE,TN,LOT 2 DOLAN SUB,Simons Properties,CARA,CAA02R302,4225634,"TO CONDUCT GENERAL RENOVATIONS/ADDITION TO EXISTING NON-CONFORMING DUPLEX. TO INCLUDE GENERAL RENOVATIONS AND CONSTRUCTION OF 24’4” X 41’4.5” ADDITION OFF SIDE OF EXISTING RESIDENCE (SEE PLAN)… …5’ MINIMUM SIDE SETBACK… …20’ MINIMUM REAR SETBACK… …NOT TO BUILD OVER OR OBSTRUCT EASEMENTS… …NO REVIEW OF OTHER STRUCTURES ON PARCEL CONDUCTED FOR THIS PERMIT. THIS PERMIT CHANGE OF CONTRACTOR FROM CARA 2021037348   ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",24,-86.85401915,36.14976951,3320,37209
T2023011515,Building Use & Occupancy,"Multifamily, Apt / Twnhome > 5 Unit Bldg",091030D00400CO,2023-02-21,,1200000,5311 CALIFORNIA AVE,NASHVILLE,TN,UNIT 4 STATESIDE PARK,Regal Homes Co,CAUO,CAA03R399,4273056,"Master Permit for Stateside Park townhomes.  Not for construction.  To build 24 townhomes with associated grading (SWGR 2020-060363), sidewalks, alley improvements, and water and sewer.",20,-86.85272652,36.16400163,3321,37209
T2023084715,Building Residential - New,Single Family Residence,081080C00201CO,2023-10-31,,286714,1802 B 10TH AVE N,NASHVILLE,TN,UNIT B HOMES AT 1802 10TH AVNEUE NORTH,CLEAR CREEK HOLDINGS LLC,CARN,CAA01R301,4407190,"To construct Unit B of a detached two-family development, single-family dwelling with 2,129 sq ft conditioned, 286 sq ft garage and 102 sq ft covered porch and 408 sq ft uncovered deck. Not to be constructed over nay easements. Proposed 5' side, 20' rear and 10' side alley setbacks. Structure height 31.3' per Section 17.12.020A, Note 4. Minimum 6' between structures.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.    FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.",21,-86.80282543,36.18108341,3322,37208
T2023011572,Building Sign Permit,Sign - Ground /  Wall Signs,09306307900,2023-02-22,,500,410 BROADWAY,NASHVILLE,TN,PT LOT 69 ORIGINAL TOWN OF NASHVILLE,ashton barrett,CASN,CAZ02A001,4273265,to erect new 20Sf illuminated wall sign for big time boots.,19,-86.77773328,36.16095933,3323,37203
T2023041523,Building Commercial - Rehab,"Hospital, Institutional I-2",05203018300,2023-06-23,,1500000,500 HOSPITAL DR,MADISON,TN,LOT 1 SEVENTH DAY ADVENTIST & TENNESSEE CHRISTIAN MEDICAL CENTER REV 3 LOTS 1 & 3,brittany smith,CACR,CAE02I002,4340617,"Interior renovation of approx. 3390 sf. of ECT procedure rooms suite located on the ground floor  level, fully sprinklered. no change to footprint.  bb poc brittany smith",9,-86.68273947999998,36.25458711,3324,37115
T2022074730,Building Residential - Addition,Single Family Residence,16213012200,2022-11-01,,0,116 VICKEY CT,NASHVILLE,TN,LOT 66  MONTE CARLO SEC 2-A,BELLE HAVEN BUILDERS,CARA,CAA01R301,4225663,We plan to remove an existing deck and build a Sunroom with concrete patios on each side.,31,-86.7080016,36.038526,3325,37211
T2023085458,Building Residential - Rehab,"Multifamily, Condominium > 5 Unit Bldg",104090J30300CO,2023-11-02,,336000,3737 WEST END AVE 303,NASHVILLE,TN,UNIT 303 WESTBURY CONDOMINIUMS,"BEC Innovations, LLC",CARR,CAA03R299,4408390,Renovation after burst pipe ,24,-86.83096111,36.1322378,3326,37205
T2023011578,Building Residential - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",16300012600,2023-02-22,,0,1 HICKORY CLUB DR,ANTIOCH,TN,LOT 1 THE CLUB AT HICKORY HOLLOW,Iron Fish Construction,CARR,CAA03R398,4273272,Interior repairs,32,-86.64150447999998,36.05441294,3327,37013
T2022074968,Building Residential - Addition,"Accessory Structure, Decks",155150A14100CO,2022-11-02,,6279,5101 MILLBROOK DR,NASHVILLE,TN,LOT 141 STONEMEADE-SECTION 1,MERRELL HOME IMPROVEMENTS,CARA,CAA14U015,4225934,"Install patio cover over existing deck 10x13.  PUDR.  MPC MUST REVIEW AND APPROVE APPLICATION.  20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35,-86.96517613999998,36.04152227,3328,37221
T2023084778,Building Residential - New,"Accessory Structure, Garage",15000022400,2023-11-01,,271688,2330 B HOBSON PIKE,ANTIOCH,TN,E/S HOBSON PK N OF HAMILTON CHURCH RD,nadi salib,CARN,CAA14U009,4407260,"to construct 5625SF detached garage to the rear of existing single family residence. 20' min. side setback, 20' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 24’ to ridge line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",8,-86.58848942999998,36.06430658,3329,37013
T2023041491,Building Residential - Addition,"Accessory Structure, Decks",17300006800,2023-06-23,,0,6304 B HILLS CHAPEL RD,NASHVILLE,TN,E SIDE NOLENSVILLE PIKE S OF BARNES RD,PRESTIGE BUILDING GROUP LLC,CARA,CAA14U015,4340572,"To construct a 20x20 deck to front of trailer.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",31,-86.70651524999998,36.0180191,3330,37211
T2023011580,Building Commercial - Addition,"General Office, Professional Services",08209013100,2023-02-22,,48000,1402 3RD AVE N,NASHVILLE,TN,LOT 2 MCGAVOCK CITY PARK,Buddy Ferguson,CACA,CAD02B016,4273275,"Convert existing roof approx. 540 SF to deck, including add concrete pavers with an adjustable perdestal system, a guardrail, and pre-fabricated stairs for access. External staircase to be attache to rear of buildign. POC: Buddy Ferguson, 615-775-3189.  charles ferguson",19,-86.78741171,36.1796179,3331,37208
T2022074927,Building Demolition Permit,Demolition Permit - Commercial,07213009100,2022-11-02,,30000,2521 GALLATIN AVE,NASHVILLE,TN,LOT 2 TREVECCA SUB RENRAW,CONCORDIA DEVELOPMENT INC,CADM,CAZ01A002,4225943,"REJECTED, INCORRECT PERMIT TYPE USED. THIS APPLICATION TO BE CANCELLED.    NEW APPLICATION INITIATED:   SEE/USE CACR-T2022075081	    Interior and roof demo only",5,-86.74312052,36.19583339,3332,37206
T2023085757,Building Commercial - Rehab,"General Office, Professional Services",09315014500,2023-11-03,,385859,915 REP JOHN LEWIS WAY S 103,NASHVILLE,TN,PT LOTS 99 & 100 BARROW GROVE SUB,SIMPSON PHILLIPS CONSTRUCTION INC,CACR,CAD02B016,4408840,To conduct interior build out for Spec Suite 103 (office) 2581 sqft space.    Poc: Sarina Walker 615-516-7181,17,-86.77155134999998,36.14948511,3333,37203
T2023041576,Building Use & Occupancy,Master Permit Application,08208010300,2023-06-23,,0,930 MCFERRIN AVE,NASHVILLE,TN,W/S MCFERRIN AVE S OF SEYMOUR AVE NASH TR CO SUB SHRYER PROP,justin crandall,CAUO,CAZ03A001,4340696,"Master permit to construct 12 single family, 11 DADUs, 2 attached duplexes, and one commercial building. SP zoning. not to be over any easements.  bb poc justin crandall",5,-86.75462501,36.18565127,3334,37206
T2023041168,Building Commercial - New,Mobile Food Vendors,13300010500,2023-06-22,,2000,4035 B NOLENSVILLE PIKE,NASHVILLE,TN,LOT 2. WALLACE COMMERCIAL SUB.,ardi guerrero,CACN,CAZ04A001,4339966,to locate food trailer on site for chiqui taco. not to be over any easements.          …………………………………………………………………………………….    Code Stamped plans attached in Cityworks,26,-86.72726398,36.08252793,3335,37211
T2022075115,Building Residential - New,Single Family Residence,118021Q00100CO,2022-11-02,,387332,843 A DEWEES AVE,NASHVILLE,TN,UNIT 843-A HOMES AT 843 DEWEES AVENUE,JP Design and Construction LLC,CARN,CAA01R301,4226304,"TO CONSTRUCT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2987 SQFT OF LIVING AREA … …270 SQFT OF ATTACHED GARAGE AREA… …503 SQFT PORCH/DECK AREA… …UNITS DETACHED… …38.2' MIN FRONT SETBACK… …5’ MIN SIDE SETBACK… …20’ MIN REAR SETBACK… …6’ MINIMUM BETWEEN UNITS… …MAX BLDG HEIGHT IS 3 STORIES/33 FEET (1.5 X 22' WIDTH OF UNIT AT FRONT TWO CORNERS)… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    FOR EVERY 30 FEET OF STREET FRONTAGE OR FRACTION THEREOF, ONE 2-INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.    FOR EVERY 50 FEET OF SITE FRONTAGE A DOUBLE-SIDED SIGN 24 X36' IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",17,-86.77878814,36.12333223,3336,37204
T2023086137,Building Residential - New,Duplex,11716024500,2023-11-03,,1204870,1110 CALDWELL LN,NASHVILLE,TN,LOT 2 CURRY YELL LOTS 1 & 2 RESUB,Lipscomb New Builds LLC,CARN,CAA02R302,4409193,":        To construct a new HPR/duplex single-family residence with 4,899 SF of living space, 436 SF garage, and 315 SF of porches and/or decks. 45.45’ street/front contextual setback; 5’ side setback(s); and 20’ rear setback. Minimum 6’ between buildings. Must conform to all easements on property. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property and all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",25,-86.79374189,36.1067559,3337,37204
T2022075117,Building Residential - New,Single Family Residence,118021Q00200CO,2022-11-02,,387332,843 B DEWEES AVE,NASHVILLE,TN,UNIT 843-B HOMES AT 843 DEWEES AVENUE,JP Design and Construction LLC,CARN,CAA01R301,4226306,"TO CONSTRUCT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2987 SQFT OF LIVING AREA … …270 SQFT OF ATTACHED GARAGE AREA… …503 SQFT PORCH/DECK AREA… …UNITS DETACHED… …38.2' MIN FRONT SETBACK… …5’ MIN SIDE SETBACK… …20’ MIN REAR SETBACK… …6’ MINIMUM BETWEEN UNITS… …MAX BLDG HEIGHT IS 3 STORIES/33 FEET (1.5 X 22' WIDTH OF UNIT AT FRONT TWO CORNERS)… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    FOR EVERY 30 FEET OF STREET FRONTAGE OR FRACTION THEREOF, ONE 2-INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.    FOR EVERY 50 FEET OF SITE FRONTAGE A DOUBLE-SIDED SIGN 24 X36' IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",17,-86.77887968999998,36.12331543,3338,37204
T2023011584,Building Sign Permit,Sign - Ground /  Wall Signs,06513000900,2023-02-22,,0,4806 LEBANON PIKE,HERMITAGE,TN,S/E COR LEBANON PK & TULIP GROVE RD,ashton barrett,CASN,CAZ02A001,4273280,to erect 46Sf illuminated wall sign for sunshine flowers. not to exceed 15% of façade.,11,-86.58773877,36.21517928,3339,37076
T2023041602,Building Commercial - Rehab,"Automobile Repair, Storage Mod Hazard",10602001600,2023-06-23,,0,1109 ELM HILL PIKE,NASHVILLE,TN,S SIDE ELM HILL PK E OF TRANSIT AVE,ramadan albadran,CACR,CAF04S001,4340769,use permit for auto repair and towing service for mid nashville wrecker and towing. no change to footprint.,15,-86.73411369999998,36.14347223,3340,37210
T2023011615,Building Commercial - Addition,"Liquor Sales, Merchantile",09302400900,2023-02-22,,0,201 2ND AVE N,NASHVILLE,TN,PT LOT 26 ORIG TOWN OF NASH,Medhat Gad,CACA,CAF23M001,4273336,"Replace an awing that was knocked down by the bombing. POC: Medhat Gad, 615-918-8523.",19,-86.77731509,36.16455489,3341,37201
T2023041605,Building Residential - New,"Accessory Structure, Garage",09015005800,2023-06-23,,31878,473 B ANNEX AVE,NASHVILLE,TN,LOT 280 SEC 6 CHARLOTTE PARK,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U009,4340775,"To construct a 22' X 30' (660 sq ft) prefabricated garage for vehicle and general storage to be located to the rear of the principal dwelling unit. Not to be constructed over any easements. Not to be located closer than 5' to the side (Sanitary Sewer Line Easement) and 50' to the rear property lines (TVA Easement). Not to be used as additional living/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code.    APPLICANT ACKNOWLEDGES APPLYING FOR THIS SELF-BUILDING PERMIT FOR PRIMARY RESIDENCE IN OWN NAME & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR’S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES. I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT… …    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",20,-86.88453314999998,36.15098524,3342,37209
T2023086289,Building Residential - Rehab,Single Family Residence,091110T00200CO,2023-11-06,,137555,807 49TH AVE N,NASHVILLE,TN,UNIT 2 HOMES AT ILLINOIS AND 49TH AVENUE N,Glen Hutchison Inc.,CARR,CAA01R301,4409599,"Raise roof on existing 18' x 20' carport to create living space, primarily an office, above the existing carport.  Add small deck (4x18') and stairs to serve as walkway / access to new office.",20,-86.84644088999998,36.15735029,3343,37209
T2023011667,Building Commercial - Addition,"General Office, Professional Services",08107049200,2023-02-22,,1700000,1926 10TH AVE N,NASHVILLE,TN,LOT 14 THOMAS WOODARD SUB OF LOT 2,Mark Bixler,CACA,CAD02B016,4273463,"Gut renovation of existing historic building. All new mech, elec, plumbing. Addition to rear of building includes new elevator and egress stair. All new interior walls, finishes and fixtures. Replace windows, roof and exterior siding. Parking lot to be developed in rear. POC: Mark Bixler, 615-256-2880.",21,-86.80436924999998,36.18448877,3344,37208
T2022075168,Building Residential - Rehab,"Accessory Structure, Decks",04415037500,2022-11-03,,0,1104 CLARKE ST,OLD HICKORY,TN,LOT 91 SEC B VILLAGE OF OLD HICKORY,ORCA BUILDING GROUP LLC,CARR,CAA14U015,4226400,build wood deck 17x21,11,-86.6454147,36.2592944,3345,37138
T2023041616,Building Residential - New,Single Family Residence,03200004500,2023-06-23,,34917,1500 B HUNTERS LN,NASHVILLE,TN,N SIDE HUNTERS LN E OF BRICK CHURCH PIKE,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA01R301,4340802,"To construct a 12' X 24' guest house in a location where a mobile home was located, approximately 50' from Hunter's Lane and 54.5' from the western side property line. The guest house is hooked up to an existing on-site disposal system.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.    APPLICANT ACKNOWLEDGES APPLYING FOR THIS SELF-BUILDING PERMIT FOR PRIMARY RESIDENCE IN OWN NAME & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR’S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES. I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT… …",3,-86.76339195,36.28776131,3346,37207
