Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2021063279,Building Residential - Rehab,Single Family Residence,08313041500,1633064400000,,0,1500 FATHERLAND ST,NASHVILLE,TN,LOT 115 BLK N LINDSLEY HOME PLACE,MUSIC CITY BUILDERS,CARR,CAA01R301,4044545,"Rejected: Incorrect permit type. Go to CARA-T2021063756	    New, single-story, rear addition. Total footprint existing: +/- 1336SF. Total footprint addition: +/- 1040SF. Total completed footprint: +/- 2376SF.  Minimal interior renovation on existing structure. Exterior finishes to match that of existing.",6,-86.74434716,36.17341769,558,37206
T2021063333,Building Residential - Addition,"Accessory Structure, Garage",10314010700,1633064400000,,448556,200 HILLWOOD BLVD,NASHVILLE,TN,LOT 1 BLK A HILLWOOD EST,Castle Homes,CARA,CAA14U009,4044634,"Build detached auxiliary structure. To be used as exercise space with one full bath. 15’ MIN SIDE S/B, 20’ MIN REAR S/B. NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",20,-86.85578741,36.12524008,559,37205
T2021063413,Building Residential - New,Single Family Residence,07214037300,1633064400000,,364584,1801 A CAHAL AVE,NASHVILLE,TN,"PT LOT 9 BELLE FOREST, RESUB OF LOT 9 UNRECORDED",TOUCHSTONE BUILDERS INC,CARN,CAA01R301,4044765,"Rejected: Separate parcels and addresses required for each unit of HPR. Need stamped front elevation with overall height and width labeled from finished grade.  This permit to construct 1801 Cahal Ave unit A of new HPR/duplex family residence with 2,743 sq ft of living space, 506 sq ft garage, and 314 sq ft of porches and decks. Minimum 5 ft side setbacks, minimum front setback at 41.80 ft, 20 ft minimum side street setback, and 20 ft minimum rear setback. With Minimum 6' between houses and must conform to all easements on property. Maximum height of 1.5 to width ratio from natural grade. Maximum building coverage on total parcel not to exceed 50%..... Pursuant # 2006-1263 Metro Code of Laws, I (holder OF permit) hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code. Sidewalks ARE required for this project because this parcel is within the UZO. For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.",7,-86.73234275,36.19600858,560,37206
T2021063417,Building Residential - New,Single Family Residence,07214037300,1633064400000,,364584,1801 B CAHAL AVE,NASHVILLE,TN,"PT LOT 9 BELLE FOREST, RESUB OF LOT 9 UNRECORDED",TOUCHSTONE BUILDERS INC,CARN,CAA01R301,4044770,"Rejected: Separate parcels and addresses required for each unit of HPR. Need stamped front elevation with overall height and width labeled from finished grade.    This permit to construct 1801 Cahal Ave unit B of new HPR/duplex family residence with 2,743 sq ft of living space, 506 sq ft garage, and 314 sq ft of porches and decks. Minimum 5 ft side setbacks, minimum front setback at 41.80 ft, 20 ft minimum side street setback, and 20 ft minimum rear setback. With Minimum 6' between houses and must conform to all easements on property. Maximum height of 1.5 to width ratio from natural grade. Maximum building coverage on total parcel not to exceed 50%..... Pursuant # 2006-1263 Metro Code of Laws, I (holder OF permit) hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code. Sidewalks ARE required for this project because this parcel is within the UZO. For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.",7,-86.7322359,36.19600207,561,37206
T2021063468,Building Demolition Permit,Demolition Permit - Residential,07107012400,1633064400000,,3000,2201 DICKERSON PIKE,NASHVILLE,TN,NE COR OF DICKERSON PK & E OF TRINITY LN,East Lake Contractors,CADM,CAZ01A001,4044873,WRONG PERMIT TYPE: GO TO NEW APPLICATION CADM-T2021063674	    Demolition of 2201 Dickerson Pike,5,-86.76821895,36.20638177,562,37207
T2021063475,Building Residential - New,Master Permit Application,13306000500,1633150800000,,0,200 RAYMOND ST,NASHVILLE,TN,LOT 200 SEC 1 SUNRISE HGTS,HUFFINE FIRST SERVICE,CARN,CAZ03A001,4044912,REJECTED: INCORRECT APPLICATION TYPE. NEW APPLICATION CREATED. GO TO CAUO-T2021063892    200 Raymond  7 unit multifamily with plans attached,16,-86.73977354999998,36.09851806,563,37211
T2021063494,Building Residential - New,Single Family Residence,08116059600,1633237200000,,307226,1018 JACKSON ST,NASHVILLE,TN,PT LOT 18 B W HALL PLAN,METRO CONSTRUCTION SERVICES LLC,CARN,CAA01R301,4044936,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 2640 SQFT OF LIVING AREA … …395 SQFT PORCH/DECK AREA… …22.3' MIN FRONT SETBACK… …3’ MIN SIDE SETBACK… …20’ MIN REAR SETBACK… …MAX BLDG HEIGHT 3 STORIES/35 FEET… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",19,-86.79523913,36.17023222,564,37208
T2021063505,Building Commercial - Rehab,Restaurant (Full Service),10403025800,1633323600000,,0,2511 WEST END AVE,NASHVILLE,TN,LOT 1 VANDERBILT UNIVERSITY CONSOLIDATION PLAT RESUB LT 2,MITCH RUSCH,CACR,CAF19A203,4044950,"interior demo only for mcallisters deli. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.     POC MITCH RUSCH",18,-86.80883561,36.14619187,565,37203
T2021063520,Building Sign Permit,Sign - Ground /  Wall Signs,05914024300,1633323600000,,600,755 MOORMANS ARM RD,NASHVILLE,TN,S. SIDE MOORMAN'S ARM ROAD E. OF BUENA VISTA PIKE,"ORTWEIN, BILL SIGNS, INC",CASN,CAZ02A001,4044969,to erect 39SF non illuminated wall sign for Stay Fresh Cleaning Center.,2,-86.81677014999998,36.21468802,566,37207
T2021063527,Building Commercial - Rehab,"Personal Care Svcs,  Fitness Studio",104060B20100CO,1633323600000,,0,3314 WEST END AVE 201,NASHVILLE,TN,UNIT 201 WEST END PARK 1ST AMEND,LENNY BUNDY,CACR,CAF18B011,4044989,demise existing vacant space to use as fitness center for residence only  POC LENNY BUNDY,24,-86.81930394,36.14050047,567,37203
T2021063593,Building Sign Permit,Sign - Ground /  Wall Signs,09306202600,1633323600000,,8000,308 BROADWAY,NASHVILLE,TN,PT LOT 45 ORIGINAL TOWN OF NASHVILLE,AAA SIGN ME UP LLC,CASN,CAZ02A001,4045109,to erect 56SF projecting sign for casa rosa tex mex cantina.  Plans Review stamped plans attached in Cityworks. TO COMPLY WITH 2018 IBC AND 2017 NEC.,19,-86.7765098,36.16150051,568,37201
T2021063597,Building Sign Permit,Sign - Ground /  Wall Signs,16100010000,1633323600000,,2500,5814 NOLENSVILLE PIKE,NASHVILLE,TN,LOT 2 THE TRACE,AAA SIGN ME UP LLC,CASN,CAZ02A001,4045115,to erect 30Sf illuminated wall sign for Hunts barber academy. not to exceed 15% of façade.,31,-86.71281466,36.0438884,569,37211
T2021063650,Building Demolition Permit,Demolition Permit - Residential,10304031600,1633323600000,,7000,4006 UTAH AVE,NASHVILLE,TN,LOT 2 WEST END ANNEX RESUB. LOT 103,Native Construction,CADM,CAZ01A001,4045235,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.     ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",24,-86.83329510999998,36.1443047,570,37209
T2021063687,Building Residential - Addition,Single Family Residence,13115001200,1633323600000,,0,4709 BELMONT PARK TER,NASHVILLE,TN,LOT 7 SEC 5 HARPETH ACRES,GEBHARDT CONSTRUCTION CO LLC,CARA,CAA01R301,4045287,Rejected: Permit application requires site plan depicting proposed addition and existing residence with dimensions and setbacks labeled.    construction of renovations and 340 sq ft extensions to the existing house.,34,-86.80826804999998,36.08596466,571,37215
T2021063691,Building Commercial - Rehab,Restaurant (Fast Food),02615000100,1633323600000,,30000,2151 GALLATIN PIKE N,MADISON,TN,LOTS 2&2-A RIVERGATE MARKETPLACE REV LOT 2,HARRY HARRIS,CACR,CAF30A203,4045300,"No Use & Occupancy on this permit.  Comm PUD requires planning review/approval.  Add a drive-thru window for a possible future tenant in vacant 10,161 SF space which was formerly a Ryan's restaurant.    Only the drive-thru window work is under this permit. Any additional infromation shown on the architectural sheets are either existing conditions or will be submitted under a separate permit, as noted on the plans when a tenant has been selected.     The attached civil drawings are provided for information and reference only.  They received preliminary approval from Metro Planning (letter attached).  The final civil construction drawings will be complete  d and submitted when a tenant has been selected.  POC HARRY HARRIS",10,-86.68970108,36.3036458,572,37115
T2021063819,Building Demolition Permit,Demolition Permit - Residential,10613005200,1633323600000,,6500,2027 ROSEMARY LN,NASHVILLE,TN,LOT 54 SEC 1 WOODYCREST,"BATES, DANIEL ELI",CADM,CAZ01A001,4045477,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.     ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",17,-86.75046120999998,36.1279987,573,37210
T2021063820,Building Demolition Permit,Demolition Permit - Residential,14406003100,1633323600000,,6500,1112 CHICKERING PARK DR,NASHVILLE,TN,LOT 5 SEC 2 CHICKERING PARK,"BATES, DANIEL ELI",CADM,CAZ01A001,4045478,To demolish structure or structures to finished grade.,34,-86.8534344,36.07206868,574,37215
T2021063892,Building Use & Occupancy,Master Permit Application,13306000500,1633410000000,,1,200 RAYMOND ST,NASHVILLE,TN,LOT 200 SEC 1 SUNRISE HGTS,HUFFINE FIRST SERVICE,CAUO,CAZ03A001,4045591,MASTER PERMIT ONLY… … NO CONSTRUCTION… …RESIDENTIAL MULTI-FAMILY… …7 SINGLE FAMILY RESIDENTIAL UNITS… …NEWTOWN INFILL HOMES... ...MUST COMPLY WITH SPECIFIC PLAN MPC CASE NO. 2020SP-046-002... ...,16,-86.73977354999998,36.09851806,575,37211
T2021063927,Building Commercial - Rehab,"General Office, Professional Services",09500010800,1633410000000,,0,555 MARRIOTT DR 400,NASHVILLE,TN,LOT 2 HIGHLAND RIDGE SEC 2,DANIELLE WATKINS,CACR,CAD02B016,4045637,"This project is an interior finish-out, with minor construction, for CGM-CMA in an existing building (555  Marriott Drive, Nashville, TN) on the 4th Floor. Scope of work for the entire space is 5,426 sf. There is no  site plan available.  POC DANIELLE WATKINS, 615-726-1141.",15,-86.68934095999998,36.14822853,576,37214
T2021063893,Building Residential - New,"Accessory Structure, Garage",041060A04600CO,1633410000000,,34969,1729 B EXECUTIVE WAY,NASHVILLE,TN,LOT 24A LIBERTY PLACE SUBDIVISION AMENDMENT OF OPEN SPACE,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U009,4045593,"To install a new 24' x 30', 720 SF garage. Maximum height 1-story or 16', whichever is less. Minimum side setback 5'. Must conform to easements on parcel. POC: James Kirk, 615-601-9706. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",3,-86.77221513,36.27182656,577,37207
T2021063962,Building Commercial - Rehab,"General Office, Professional Services",09500010800,1633410000000,,0,555 MARRIOTT DR 800,NASHVILLE,TN,LOT 2 HIGHLAND RIDGE SEC 2,DANIELLE WATKINS,CACR,CAD02B016,4045687,"This project is an interior full floor renovation/finish-out, with minor construction, for CGM-CMA in an existing  building (555 Marriott Drive, Nashville, TN) on the 8th Floor. Scope of work for the entire space is 12,990  sf. There is no site plan available.  POC DANIELLE WATKINS",15,-86.68942006999998,36.14802836,578,37214
T2021064050,Building Commercial - New,Mobile Food Vendors,09213006600,1633410000000,,0,3501 CHARLOTTE AVE,NASHVILLE,TN,"LOTS 1 2 PT LOT 3 BLOCK 2, CHARLOTTE PARK 2ND ADDN",ahmad kassem,CACN,CAZ04A001,4045813,to place 7x13 mobile food trailer on site for musicville lounge.,24,-86.82625518,36.15261846,579,37209
T2021064072,Building Demolition Permit,Demolition Permit - Residential,09401008800,1633410000000,,10000,605 S 13TH ST,NASHVILLE,TN,LOT 97 PAYNE BLAKEMORE & CUMMINGS ADDN,MUSIC CITY BUILDERS,CADM,CAZ01A001,4045838,Rejected: Incorrect permit type. Go to new application CARR-T2021064167.	    Demo interior of existing structure and minor exterior demolition to prepare for siding repair.,6,-86.74806307,36.16878635,580,37206
